,,作者,题名,文献来源,年,卷,期,页码,ISSN,关键词,机构,摘要
298,,刘世勇;王林清;武彦斌;,将高校辅导员纳入国家职业分类大典的理论探析,湖北社会科学,2014,No.325,1,163-167,1003-8477,高校辅导员;职业分类;必要性;可行性,中国地质大学;,"随着高等教育的大众化发展,为适应人才培养的需要,高等学校专职辅导员队伍已经规模化并趋于稳定。要实现教育部提出的高校辅导员队伍专业化、专家化发展目标,基本前提是职业化。将高校辅导员纳入国家职业分类大典之中,既是提升高校辅导员社会地位、声誉和稳定队伍的需要,也是提升高校辅导员专业化、专家化水平的需要;既有助于提高大学生思想政治教育和学生事务管理的实效性,同时也符合广大高校辅导员的心愿和期盼。"
299,,毛霞;,高校辅导员胜任力特征构成及培养对策研究,思想教育研究,2014,No.232,1,102-104,1002-5707,辅导员;胜任力;对策,重庆师范大学数学学院;,"高校辅导员胜任力是对高校辅导员进行""选、用、育、留""的基础,也是进行辅导员管理的重要依据。通过对重庆5所高校的调查发现,高校辅导员胜任力特征主要包括思想政治素质、职业责任感、教育指导能力、学习创新能力和沟通协调能力,在此基础上可以对包括辅导员甄选、辅导员胜任力培养以及辅导员队伍专业化发展等方面进行更深一步的思考与探索。"
300,,,清华大学举行“双肩挑”政治辅导员制度建立六十周年纪念大会,思想教育研究,2014,No.232,1,111,1002-5707,辅导员制度;教育工委;思政;周年纪念;高等教育制度;北京高校;社会主义大学;思想政治教育;教育理念;思想政治工作;,,"2013年11月17日,清华大学举行""双肩挑""政治辅导员制度建立六十周年纪念大会,清华大学党委书记胡和平、教育部思政司司长冯刚、北京市教育工委常务副书记刘建出席大会并讲话。冯刚、刘建分别代表教育部思政司和北京市教育工委对大会表示了祝贺。冯刚指出,清华大学的""双肩挑""辅导员制度选拔优秀的学生""一个肩"
301,,於国波;,人力资源视角下高职院校辅导员队伍建设探析,中国青年政治学院学报,2014,v.33;No.171,2,70-73,1002-8919,人力资源;高职院校;辅导员队伍,宁波卫生职业技术学院健康服务与管理学院;,"高等职业院校的发展对辅导员队伍提出了更高层次的要求。根据人力资源管理的相关理论,运用人力资源管理的六大模块,即""人力资源的规划、招聘和配置、培训和开发、绩效的管理、薪酬福利的管理、劳动关系的管理"",从高职院校辅导员队伍建设机制的全局入手,针对辅导员的职位计划、招聘、培养、管理、晋升和用工形式实施专兼相结合、人职匹配、职业培训、岗位竞聘、独立设级和同工同酬等具体措施,将有力促进高职院校辅导员队伍的建设。"
302,,张程;,“80后”辅导员对“90后”新生开展入学教育新途径,黑龙江高教研究,2014,No.240,4,82-84,1003-2614,“80后”;辅导员;“90后”;大学生;入学教育,黑龙江东方学院外国语学部;,"随着""80后""逐渐成为辅导员队伍中的新生代力量,""90后""也日益成为高校学生的主体。针对""90后""群体特点,结合""80后""辅导员自身优势开展工作,成为高校学生管理的新课题。此外,党的十八大报告中强调以德育人,而新生入学教育是高校思想政治教育和人才培养工作中的重要基石和基础性工作。面对纷繁琐碎的""90后""新生入学教育,""80后""辅导员结合自身优势,发挥正能量,探索入学教育新途径,具有重要的现实指导意义。"
303,,汪育文;,团队建设:高校辅导员队伍品牌培育的途径,教育理论与实践,2014,v.34;No.497,6,31-33,1004-633X,高校辅导员;团队建设;品牌培育,南京师范大学生命科学学院;,"品牌培育是高校辅导员队伍建设的必然趋势,辅导员通过团队协作形成团队合力是高校实现辅导员队伍品牌培育的途径,也是高校辅导员队伍建设的基础工程。高校应根据现实需要和现有资源,实施长效机制,培育一批具有教学实践、学术研究、专业技能品牌特色的辅导员团队。高校辅导员队伍品牌培育对于建设高水平的高校辅导员队伍,顺利开展高校思想政治教育和大学生事务管理工作,具有十分重要的意义。"
304,,江源源;张巍;,教育心理学在高校辅导员工作中的应用,教育理论与实践,2014,v.34;No.500,9,29-30,1004-633X,教育心理学;高校辅导员;心理学效应;心理咨询方法;大学生,山西财经大学应用数学学院;江阴职业技术学院;,"教育心理学作为一门应用科学,在高校辅导员工作中具有非常重要的作用。高校辅导员在日常教育教学工作中,应积极主动地学习教育心理学的基本原理,充分运用相关心理学效应和心理咨询方法,创新性地开展工作,做到理论学习与实践经验相结合,从而促进大学生的不断完善和发展。"
305,,杨建义;,辅导员职业能力状况与专业化发展——基于就业能力模型的分析,思想理论教育,2014,No.419,3,96-100,1007-192X,辅导员;职业能力;就业能力模型;专业化发展,福建师范大学马克思主义学院;,"调查表明,辅导员职业能力状况并不乐观,其背后深层次的原因在于辅导员队伍专业水平不高。建议通过明确专业领域,确立辅导员职业能力特性,完善反思机制,增强自我效能,以专业化建设推进辅导员职业能力的提升。"
306,,张杏辉;,辅导员在民航院校学风建设中的作用,山西财经大学学报,2014,v.36,S1,138,1007-9556,辅导员;民航院校;学风建设,中国民航大学;,"学风建设是一项系统工程,影响学风建设的因素是多方面的。推进民航院校优良学风建设,需要从硬件环境和软件环境两方面同步建设。要进一步深化教学改革,优化教风,改革人才培养模式,创新学生思想教育和管理,强化辅导员在学风建设中的重要作用。"
307,,李涛;,基于KPI模式的研究生辅导员胜任能力研究,教育理论与实践,2014,v.34;No.506,15,30-32,1004-633X,KPI模式;研究生辅导员;思想政治教育;胜任能力,北京交通大学交通运输学院;,"研究生辅导员是当代高校研究生教育管理工作的骨干力量之一,其胜任能力与高校研究生的培养质量直接相关。基于KPI考评方法的启发,研究生辅导员要完成有关研究生的关键工作,就必须具备知识、技能、个人特质、内驱动力和通用能力五个维度的相关胜任能力,从而为研究生辅导员的选拔、招聘、培训和考核提供参考,对于提高研究生思想政治教育与管理工作的质量和效果具有重要的理论价值和现实意义。"
308,,朱萌;苏世江;张炜;,高校辅导员心理健康与情绪管理现状调查研究,教育理论与实践,2014,v.34;No.506,15,33-35,1004-633X,高校辅导员;心理健康;情绪管理,天津科技大学党委学生工作部;天津科技大学外国语学院;,"采用精神卫生自评量表(SCL-90)、正性负性情绪量表和高校辅导员情绪管理能力问卷对高校辅导员的心理健康与情绪管理现状进行调查,结果发现,高校辅导员的心理健康状况比较好,并明显好于普通高校教师群体,且具备较好的情绪管理能力。高校辅导员是直接从事大学生思想政治教育工作的一线人员,为保障工作实效,高校还需进一步关怀辅导员,在队伍建设工作中开展促进辅导员心理健康、提升情绪管理能力的系统工作。"
309,,徐妍;,归因理论在高校辅导员工作中的运用,教育理论与实践,2014,v.34;No.506,15,36-38,1004-633X,高校辅导员;归因理论;正确归因,南京工业大学经济与管理学院;,"辅导员是高校思想政治教育的骨干力量,是高校思想政治教育和日常管理工作的指导者、组织者和实施者。在日常管理工作中,高校辅导员应正确、合理地运用归因理论,并在运用过程中克服分歧归因和归因偏差,引导大学生进行正确归因,从而有利于高校日常管理水平的改善,提高高等教育的质量。"
310,,盖宏伟;佟林杰;,高校辅导员队伍的专业化建设研究,教育评论,2014,No.181,7,48-50,1004-1109,高校辅导员;角色定位;专业化;建设路径,燕山大学文法学院行政管理系;燕山大学经济管理学院;,"高校辅导员队伍的专业化水平直接影响着大学生的身心健康,以及高校思想政治教育工作的内涵式转向。随着信息时代社会更新与变革频率的加快,高校辅导员自我角色定位模糊化倾向明显,对高校辅导员队伍的专业化和科学化建设起着阻碍作用。本文从高校辅导员的角色定位出发,运用角色分析理论,对高校辅导员队伍专业化建设中存在的问题进行剖析,并提出相应的应对策略。"
311,,王圆圆;,高校辅导员网络舆论引导能力培养,教育评论,2014,No.183,9,57-59,1004-1109,辅导员;舆论引导;自媒体,暨南大学华文学院;,"随着互联网技术的不断发展,自媒体作为新兴的网络平台,受到了大学生的广泛欢迎。本文从自媒体的释义出发,结合自媒体平台的时代特点,以及当代大学生的成长特点和网络时代群体的特性进行讨论,就三者需要舆论引导的必要性进行论证。然后,就如何培养高校辅导员网络舆论引导能力进行探讨。"
312,,楼艳;,基于焦点解决模式的高校辅导员工作探析,思想教育研究,2014,No.236,5,88-90,1002-5707,焦点解决模式;高校辅导员;启示,浙江大学党委学工部;,"焦点解决模式是目前越来越被广泛应用的一种心理助人模式,该模式独特的理念为高校辅导员工作提供了一种全新的思路和方法。高校辅导员可以借鉴焦点解决模式的基本精神,形成自身独特的工作方法,从而增强大学生思想政治教育的针对性和有效性,促进大学生的健康成长。"
