作者,题名,文献来源,年,期,页码,关键词,机构
梅荣政;白显良;,中国特色社会主义与新自由主义——评析《当代中国八种社会思潮》,马克思主义研究,2013,10,5-15+29+159,中国特色社会主义;邓小平理论;新自由主义;社会思潮,武汉大学马克思主义学院;西南大学马克思主义学院;
徐海波;包毅;,内地与香港主流意识形态比较研究,系统科学学报,2013,1,66-68,内地;香港;主流意识形态;沟通,深圳大学社会科学学院;
李建立;,“人生”问题与人道主义传播的困境——以“潘晓讨论”为参照重读《无主题变奏》,文艺研究,2013,2,25-32,潘晓讨论;徐星;无主题变奏;人道主义,河南大学传媒研究所;
向天渊;,现代文学研究之“中国中心观”的兴起——“民族风格”与“外来影响”之关系研究的学术史分析,西南大学学报(社会科学版),2013,1,88-99+175,中国现代文学研究;中国中心观;民族风格;外来影响;启示;困惑;尊崇传统;平视西方,西南大学中国诗学研究中心、中国新诗研究所;
李媛媛;,论群体意识形态对我国主流意识建设的影响,学术探索,2013,1,54-56,主流意识形态;凝聚力;群体意识形态;马克思主义,中共中央党校马克思主义理论教研部;
顾肃;,当代社会思潮中的激进与保守、左与右之争,浙江学刊,2013,1,94-101,社会思潮;激进与保守;左与右;自由民主,复旦大学社会科学高等研究院;南京大学;
陈伟军;,虚拟社区中的社会思潮传播与价值形塑,浙江学刊,2013,1,183-193,虚拟社区;社会思潮;传播;社会主义核心价值体系,暨南大学新闻与传播学院;暨南大学海外华文文学与华语传媒研究中心;
郭熙;,语言规划的动因与效果——基于近百年中国语言规划实践的认识,新疆师范大学学报(哲学社会科学版),2013,1,34-40+1,语言规划;动因;效果,暨南大学华文学院&海外华语研究中心;
陈泽环;,否定生命·肯定生命·敬畏生命——施韦泽的叔本华和尼采伦理思想研究,伦理学研究,2013,1,55-60,施韦泽;叔本华;尼采;伦理思想,上海师范大学哲学学院;
田彬华;,文以载道:一位“他者”音乐体验的人文阐释——《音乐的极境——萨义德音乐评论集》书评,音乐研究,2013,1,108-114,萨义德;古尔德;文学理论家;载道;东方学;博伊;评论集;世界影响力;波利尼;理查·施特劳斯;,上海音乐学院;
茅晓嵩;阙愚;,话语权视域下当代中国意识形态安全考察,河南师范大学学报(哲学社会科学版),2013,1,22-24,话语权;意识形态;安全,南京航空航天大学发展研究中心;
徐淑静;,消费主义与革命理想——对梅兰芳来粤演出风波的解读,民国档案,2013,1,59-66,消费主义;革命理想;梅兰芳;戏剧,中山大学历史系;
刘放桐;,法国哲学的现代转型,甘肃社会科学,2013,1,46-52,转型;实证主义;生命哲学,复旦大学哲学学院;
虞崇胜;,凝练社会主义核心价值观应把握其生成规律,中国党政干部论坛,2013,2,46-47,价值观体系;时代精神;价值取向;信仰危机;社会场域;道德失范;道德精神;中国传统价值观;典型示范;社会共识;,武汉大学政治文明与政治发展研究中心;
翁铁慧;,网络群体性事件与政府执政能力提升,中共中央党校学报,2013,1,57-62,网络群体性事件;政府执政能力;科学治理观,上海市人民政府;
李方祥;郑崇玲;,“中国近现代史纲要”课与高中历史教学内容的衔接——基于教学设计的创新视角,思想教育研究,2013,2,55-59,中国近现代史纲要;教学;历史虚无主义,福建师范大学马克思主义学院;闽江学院思政部;
郭家宏;,19世纪末期英国贫困观念的变化,学海,2013,1,80-87,英国;贫困观念;济贫政策,北京师范大学历史学院;
王强;王雪珺;李单晶;彭剑;,从旺苍红四方面军石刻标语的战略作用及保护现状看红军长征路线申遗的必要性,毛泽东思想研究,2013,2,23-28,旺苍;红四方面军;石刻标语;战略作用;保护现状;长征路线申遗,中共旺苍县委办公室、县委政策研究室;成都理工大学传播科学与艺术学院;电子科技大学马克思主义教育学院;四川省社会科学院新闻传播研究所;
李金铮;,题同释异:中国近代农民何以贫困,江海学刊,2013,2,160-168,近代中国;农民;贫困;致因,南开大学历史学院暨中国社会史研究中心;
吴晓斐;,新媒体视域下的文化意识形态功能分析,理论与改革,2013,2,156-158,新媒体;意识形态;文化精英;主流媒体,东莞理工学院;
薛一飞;邢海晶;,社会责任感:成熟“社会人”的核心要素——以大学生群体为例,理论探索,2013,2,56-59,社会责任感;成熟“社会人”;核心要素;大学生;必然要求;制约因素;基本思路,四川大学;
程勤华;,马克思主义在中国的早期传播——基于“接受群体”之成因及导向的探析,云南大学学报(社会科学版),2013,2,106-110+112,马克思主义;传播;接受群体;中国化,浙江机电职业技术学院;
方付建;,网络空间社会思潮发展方式研究——基于思潮网站的分析,宁夏社会科学,2013,2,26-30,网络空间;社会思潮;思潮网站,中南民族大学公共管理学院;
秦燕;程霞;,社会主义核心价值体系引领社会思潮机制研究的特点与启示,科学经济社会,2013,1,162-165+170,社会主义核心价值体系;社会思潮;机制;特点,西北工业大学人文与经法学院;
程恩富;侯为民;,当前中国七大社会思潮评析——重点阐明创新马克思主义观点,陕西师范大学学报(哲学社会科学版),2013,2,5月10日,社会思潮;中国特色社会主义制度体系;创新马克思主义学派,中国社会科学院马克思主义研究院;
罗诗钿;,论文化自觉机制的三重意蕴与社会主义核心价值体系建构,内蒙古社会科学(汉文版),2013,2,18-23,文化自觉机制;认识论;价值论;方式论;社会主义核心价值体系,汕头大学社科部;
李栓久;郭立琼;,加强和创新社会管理视阈下自媒体的社会舆论场分析,西南民族大学学报(人文社会科学版),2013,4,163-166,社会管理;自媒体;社会舆论场,四川大学研究生工作部;四川大学学科建设办公室;
陈国华;,“读书无用论”现象的农村社会调查与反思,天府新论,2013,2,111-115,读书无用论;农村中小学生;农村家长;影响因素,电子科技大学马克思主义教育学院;成都理工大学学生工作处;
秦璞;,教会学生用马克思主义的立场观点看社会,思想理论教育,2013,6,24-27,立场观点;青年学生;社会环境;中国特色;思想理论教育;西方敌对势力;反对个人主义;判断是非;浮躁情绪;自由主义思潮;,上海市延安中学;
李少奇;,全球化思潮与高校大学生思想政治教育研究,重庆大学学报(社会科学版),2013,2,169-173,全球化思潮;高校;思想政治教育,重庆交通大学理学院;
高勇泽;,我国文化安全的形势研判与对策思考,行政论坛,2013,2,25-28,党的十八大;文化安全;文化软实力;传统文化,黑龙江大学哲学学院;
陈春雷;,试析社会主义文化建设中的“三大”思潮,中共福建省委党校学报,2013,4,86-91,历史虚无主义;民主社会主义;新自由主义;核心价值体系,南阳理工学院;
陈超;姜华;,新时期社会思潮影响青年的趋向与应对,中国青年研究,2013,5,28-31,社会思潮;青年;影响;引领,重庆科技学院党委宣传部;重庆科技学院法政与经贸学院;
宋进;仇永民;,论新民主主义革命时期中国共产党引领社会思潮的思想机制,理论学刊,2013,2,29-33,中国共产党;社会思潮;思想机制,华东师范大学社会科学部;上海海洋大学党委组织部;
宫厚英;,中国共产党引领社会思潮研究述评,理论学刊,2013,4,99-103,中国共产党;引领;社会思潮;社会主义核心价值体系;研究述评,山东大学马克思主义学院;
禹规娥;,中国早期马克思主义者对进化论的接受运用与超越——以五四前后早期马克思主义者为中心的考察,科学社会主义,2013,2,128-131,早期马克思主义者;进化论;生存竞争;阶级斗争,华南师范大学政治与行政学院;华南农业大学思政部;
苏瑞莹;马拥军;,论西方马克思主义法学的总体特征,河北学刊,2013,3,141-143,西方马克思主义法学;总体特征;法学理论,华侨大学公共管理学院;上海财经大学人文学院;
王占锋;,社会主义核心价值体系“三大要求”建设论析,社会科学家,2013,3,27-29+33,社会主义核心价值体系;引领建设;融入建设;贯穿建设,武汉大学马克思主义学院;
林培雄;王玉周;,社会主义核心价值观根在实践,求是,2013,10,46-47,推动社会前进;道德失范;道德风尚;理性追求;精神空虚;价值认同;人民群众;社会共识;理论体系研究;社会导向;,国防大学中国特色社会主义理论体系研究中心;
周永生;,日本政治、社会右倾化问题探讨,东北亚论坛,2013,3,25-33+127,日本右倾化;钓鱼岛;购岛;野田内阁;安倍政权,外交学院国际关系研究所日本研究中心;
刘绍芹;,危机传播管理中政府公信力“话语权”的建构,东岳论丛,2013,5,84-87,危机信息传播;政府公信力;话语权建构,山东青年政治学院文化传播学院;
宁德鹏;,论当代大学生政治信仰教育的理论基础,教育理论与实践,2013,9,30-32,当代大学生;政治信仰教育;马克思主义;共产主义理想,广西大学政治学院;
蔡丽华;李忠新;,试析社会主义核心价值观的培育路径,黑龙江高教研究,2013,5,109-111,社会主义核心价值观;培育;路径,牡丹江师范学院马克思主义学院;牡丹江师范学院体育科学学院;
王小静;李向勇;,试析新中国成立初期高校思想政治理论课教材建设,湖北社会科学,2013,4,184-187,新中国成立初期;高校;思想政治理论课;教材建设,湖北中医药大学人文学院;武汉大学马克思主义学院;
李振华;,阿拉伯网络舆情分析,阿拉伯世界研究,2013,3,107-120,舆情研究;阿拉伯网络舆情;叙利亚问题,北京语言大学阿拉伯语系;
岳淑珍;,明代社会思潮变迁中的词选出版,中国出版,2013,11,66-68,词选;明代前期;词体;《花间集》;明代社会;明代中期;互动关系;词学家;花间集;儒家诗教;,河南大学新闻与传播学院;
张小敏;,儒学复兴的文化成因及其理论形态,求索,2013,4,244-246,儒学;文化成因;思想形态,山西大学文学院;
王国良;,儒家贤能政治思想与中国贤能推举制度的发展,文史哲,2013,3,24-31+165,贤能政治;儒家;推举;考核,安徽大学哲学系;
黄宗喜;,主流文学与核心价值体系的有机融合,创作与评论,2013,10,7月10日,主流文学;大众文学;社会主义文化;共同理想信念;文化体制改革;精神走向;当下文学;精英文学;启蒙文学;大众日常生活;,湘潭大学文学与新闻学院;
方晓珍;,方以智对儒释道三教之批评与会通思想论析,江淮论坛,2013,3,80-84,方以智;三教合一;会通三教;《东西均》;《青原志略》,安庆师范学院人文与社会学院;
王学俭;魏泳安;,马克思主义社会意识理论与社会主义核心价值体系建设,求实,2013,7,25-28,马克思主义;社会意识理论;社会主义核心价值体系,兰州大学马克思主义学院;
钟国云;,红色文化:桂越边疆民族地区社会稳定与和谐的重要依托,学术交流,2013,4,20-23,红色文化;桂越边疆;稳定与和谐,广西民族师范学院思政部;
伍晓霞;,多元社会思潮视阈下马克思主义传播途径研究,理论与改革,2013,3,127-129,多元化;社会思潮;马克思主义;传播途径,长江师范学院;
王本文;刘爱莲;,党群关系的现代性境遇与超越之路,南京社会科学,2013,5,78-84,党群关系;马克思主义发展史;现代性;挑战;超越,河海大学马克思主义学院;
